<generator object TMQN.save_q_vals.<locals>.<genexpr> at 0x0000020AC5853D80>
[-42.93824768 -44.42729187 -43.00299072]
[-40.28386688 -41.96713257 -40.54283142]
[-40.21912384 -40.1543808  -39.24800873]
[-40.73705292 -40.21912384 -39.31275177]
[-41.8376503  -41.57868576 -40.67230988]
[-41.51394653 -41.31972122 -40.1543808 ]
[-37.11155319 -37.75896454 -37.37051773]
[-37.95318604 -38.21215057 -38.85956192]
[-41.06075668 -41.25498199 -41.90238953]
[-39.57171249 -39.31275177 -40.1543808 ]
[-38.53585815 -38.27689362 -39.05378723]
[-39.18326569 -39.31275177 -39.57171249]
[-40.41334534 -42.35557556 -41.51394653]
[-39.18326569 -41.25498199 -40.08964157]
[-40.02490234 -41.77291107 -40.54283142]
[-40.60757065 -41.96713257 -40.67230988]
[-38.08267212 -39.9601593  -38.98904419]
